,SIMAGE Brindisi,,,,,
,S. Pancrazio S.,,,,,
Parm,SO2,NOX,NO,NO2,PTS,PM10



12/03/2005 12.00,"1,138581","16,309456","3,000059","11,711988",,"21,42626"
12/03/2005 13.00,"1,116993","16,785446","3,119182","12,005314",,"21,41202"
12/03/2005 14.00,"1,283618","17,623292","3,137769","12,815186",,"21,41324"
12/03/2005 15.00,"1,559423","14,725851","2,808278","10,421905",,"21,39234"
12/03/2005 16.00,"0,975802","12,779091","2,6486","8,719104",,"21,39234"
12/03/2005 17.00,"1,149251","12,7752","2,665498","8,689254",,"21,392481"
12/03/2005 18.00,"1,047142","14,52871","2,717035","10,364799",,"21,39221"
12/03/2005 19.00,"0,954587","23,198983","3,035542","18,551778",,"21,392481"
12/03/2005 20.00,"1,126794","43,237242","3,29829","38,200248",,"21,392891"
12/03/2005 21.00,"1,125057","44,556253","3,239995","39,609756",,"21,392071"
12/03/2005 22.00,"1,058308","32,695429","3,118338","27,927608",,"21,39397"
12/03/2005 23.00,"0,886101","24,934334","2,995834","20,34932",,"21,39316"
13/03/2005 0.00,"0,841063","18,950096","3,02118","14,322011",,"21,39506"
13/03/2005 1.00,,"17,41837","2,992455","12,833353",,
13/03/2005 2.00,"0,149897",,,,,
13/03/2005 3.00,"0,136719","14,715475","3,063421","10,019574",,
13/03/2005 4.00,"0,100481","13,129275","3,029628","8,48419",,
13/03/2005 5.00,"0,153192","11,624784","3,007663","7,012403",,
13/03/2005 6.00,"0,098833","11,058006","2,978092","6,490659",,"39,65567"
13/03/2005 7.00,"0,039533","11,563826","2,983161","6,989042",,"39,657841"
13/03/2005 8.00,"0,036239","14,781619","3,036386","10,127296",,"39,657291"
13/03/2005 9.00,"0,098833","12,990499","2,9029","8,539999",,"39,656761"
13/03/2005 10.00,"0,070831","12,000907","2,799829","7,708063",,"39,63139"
13/03/2005 11.00,"0,095539","11,364092","2,751674","7,144786",,"39,627731"
13/03/2005 12.00,"0,123542","11,969779","2,688309","7,848232",,"39,630852"
13/03/2005 13.00,"0,1779","14,111083","2,74238","9,907955",,"39,636951"
13/03/2005 14.00,"0,116953","13,432767","2,694222","9,303147",,"39,637211"
13/03/2005 15.00,"0,168017","11,775233","2,499063","7,944275",,"39,633011"
13/03/2005 16.00,"0,1779","12,483381","2,569185","8,545191",,"39,634781"
13/03/2005 17.00,"0,197666","12,523588","2,590306","8,552978",,"39,632462"
13/03/2005 18.00,"0,097187","15,794557","2,588617","11,828802",,"39,633411"
13/03/2005 19.00,"0,128484","22,08618","2,725483","17,914522",,"39,632332"
13/03/2005 20.00,"0,163075","26,586665","2,956971","22,06251",,"39,625832"
13/03/2005 21.00,"0,164722","40,39815","3,343912","35,289132",,"39,625561"
13/03/2005 22.00,"0,192725","35,064989","3,871942","29,141116",,"39,623112"
13/03/2005 23.00,"0,204255","21,538851","2,997525","16,948911",,"39,625011"
14/03/2005 0.00,"0,158133","20,398802","3,101441","15,64844",,"39,62542"
14/03/2005 1.00,"0,093891","16,960537","3,065957","12,262294",,
14/03/2005 2.00,"0,079067","18,989006","2,989921","14,408972",,
14/03/2005 3.00,"0,074125","12,830971","2,918108","8,356998",,
14/03/2005 4.00,"0,080714","11,076164","2,76857","6,8307",,
14/03/2005 5.00,"0,0593","10,631301","2,673102","6,532191",,
14/03/2005 6.00,"0,024708","11,799875","2,758431","7,570487",,"35,366161"
14/03/2005 7.00,"0,074125","15,256312","2,898677","10,813866",,"35,36412"
14/03/2005 8.00,"0,135072","29,880984","5,529536","21,407076",,"35,36372"
14/03/2005 9.00,"0,35763","36,192055","7,43636","24,793248",,"35,363571"
14/03/2005 10.00,"0,154839","23,160075","3,71142","17,47455",,"35,36412"
14/03/2005 11.00,"0,087302","18,072044","3,191839","13,18119",,"35,366161"
14/03/2005 12.00,"0,069183","15,445672","3,082009","10,721719",,"35,36385"
14/03/2005 13.00,"0,136719","16,018933","3,147907","11,19414",,"35,362621"
14/03/2005 14.00,"0,026356","15,366555","3,056664","10,681479",,"35,36467"
14/03/2005 15.00,"0,080714","13,341978","2,877556","8,930657",,"35,36277"
14/03/2005 16.00,"0,02965","12,698678","2,678171","8,593211",,"35,363312"
14/03/2005 17.00,"0,161427","12,360167","2,741534","8,157127",,"35,363041"
14/03/2005 18.00,"0,065888","18,509125","2,995834","13,919675",,"35,36277"
14/03/2005 19.00,"0,128484","31,054741","3,616797","25,520056",,"35,363312"
14/03/2005 20.00,"0,085656","28,887509","3,32617","23,797765",,"35,364391"
14/03/2005 21.00,"0,143309","30,603414","3,282237","25,58235",,"35,365341"
14/03/2005 22.00,"0,08895","34,765378","3,63454","29,20601",,"35,36697"
14/03/2005 23.00,"0,143309","30,888721","3,572866","25,421416",,"35,36697"
15/03/2005 0.00,"0,087302","24,233969","3,126785","19,447295",,"35,368462"
15/03/2005 1.00,,"18,631041","3,114113","13,859975",,
15/03/2005 2.00,"0,281098",,,,,
15/03/2005 3.00,"0,232383","16,065625","3,042301","11,403099",,
15/03/2005 4.00,"0,310664","13,771275","2,900366","9,325212",,
15/03/2005 5.00,"0,184253","14,15518","2,973868","9,596467",,
15/03/2005 6.00,"0,235641","15,994291","3,038921","11,336913",,"35,591492"
15/03/2005 7.00,"0,212867","19,820364","3,347292","14,691911",,"35,59584"
15/03/2005 8.00,"0,301997","36,201118","6,887209","25,645942",,"35,595291"
15/03/2005 9.00,"0,36488","48,167007","10,333341","32,326087",,"35,5816"
15/03/2005 10.00,"0,311248","41,137425","7,43636","29,74202",,"35,584042"
15/03/2005 11.00,"0,259676","20,89684","3,459657","15,596524",,"35,5835"
15/03/2005 12.00,"0,346132","16,941083","3,514571","11,553654",,"35,589191"
15/03/2005 13.00,"0,250056","13,755713","3,010196","9,140912",,"35,584862"
15/03/2005 14.00,"0,270371","15,23167","3,202822","10,321975",,"35,59042"
15/03/2005 15.00,"0,209947","11,204562","2,573409","7,258999",,"35,587711"
15/03/2005 16.00,"0,258016","11,585874","2,537927","7,695082",,"35,602631"
15/03/2005 17.00,"0,15527","11,707789","2,567496","7,771658",,"35,59164"
15/03/2005 18.00,"0,221995","15,926848","2,619032","11,914457",,"35,590691"
15/03/2005 19.00,"0,195011","33,390574","3,27041","28,389642",,"35,588242"
15/03/2005 20.00,"0,276488","42,793675","3,490071","37,461776",,"35,556221"
15/03/2005 21.00,"0,429945","41,980464","4,201433","35,555187",,"35,55677"
15/03/2005 22.00,"0,294651","31,233743","4,149052","24,881487",,"35,556911"
15/03/2005 23.00,"0,248826","33,978133","6,722462","23,674478",,"35,55772"
16/03/2005 0.00,"0,292746","32,836803","5,388446","24,581685",,"35,557861"
16/03/2005 1.00,"0,273968","19,243208","3,020335","14,61663",,
16/03/2005 2.00,"0,211269","15,41973","3,000059","10,821658",,
16/03/2005 3.00,"0,186805","13,511882","2,981472","8,941042",,
16/03/2005 4.00,"0,259799","15,375634","2,946833","10,859293",,
16/03/2005 5.00,"0,267882","12,69349","2,986541","8,114296",,
16/03/2005 6.00,"0,283372","12,942509","2,966265","8,394638",,"45,904072"
16/03/2005 7.00,"0,437321","15,501441","3,218029","10,568572",,"45,906792"
16/03/2005 8.00,"0,223101","15,772508","3,151286","10,942357",,"45,931622"
16/03/2005 9.00,"0,377942","20,39102","3,512881","15,008589",,"45,91222"
16/03/2005 10.00,"0,237977","18,134299","3,04737","13,46542",,"45,955761"
16/03/2005 11.00,"0,268374","14,517038","2,884315","10,096148",,"45,952511"
16/03/2005 12.00,"0,250886","13,725883","2,872487","9,322615",,"45,899052"
16/03/2005 13.00,"0,244893","12,37184","2,897831","7,985808",,"45,900681"
16/03/2005 14.00,"0,249196","13,11371","2,820105","8,790489",,"45,907051"
16/03/2005 15.00,"0,33144","12,011283","2,687464","7,897552",,"45,954411"
16/03/2005 16.00,"0,257402","12,622157","2,951057","8,24019",,"45,947632"
16/03/2005 17.00,"0,302888","14,629874","2,700138","10,491998",,"45,931622"
16/03/2005 18.00,"0,214527","13,719397","2,584393","9,7587",,"45,939072"
16/03/2005 19.00,"0,356582","16,004666","2,621566","11,988438",,"45,952511"
16/03/2005 20.00,"0,21843","15,816606","2,788001","11,544569",,"45,946541"
16/03/2005 21.00,"0,247935","16,729677","2,891073","12,299932",,"45,90517"
16/03/2005 22.00,"0,264839","17,478031","3,059198","12,790528",,"45,905972"
16/03/2005 23.00,"0,24941","24,923951","4,025705","18,756842",,"45,90313"
17/03/2005 0.00,"0,247075","20,345629","3,553435","14,90086",,"45,905701"
17/03/2005 1.00,,"13,964524","2,85559","9,587381",,
17/03/2005 2.00,"0,2398",,,,,
17/03/2005 3.00,"0,242895","12,552121","2,985696","7,974126",,
17/03/2005 4.00,"0,223092","12,815407","2,953592","8,286913",,
17/03/2005 5.00,"0,229899","12,030735","2,935851","7,528955",,
17/03/2005 6.00,"0,232065","12,159138","2,990765","7,573084",,"28,508881"
17/03/2005 7.00,"0,25063","15,87497","3,06849","11,172077",,"28,48229"
17/03/2005 8.00,"0,233612","19,817764","3,495984","14,460888",,"28,484871"
17/03/2005 9.00,"0,283429","21,680225","3,474019","16,358371",,"28,4869"
17/03/2005 10.00,"0,353358","18,903406","3,122562","14,119552",,"28,486231"
17/03/2005 11.00,"0,355524","15,925552","2,707741","11,776885",,"28,503321"
17/03/2005 12.00,"0,418645","13,18245","2,554822","9,266806",,"28,48432"
17/03/2005 13.00,"0,325201","11,508056","2,586082","7,548425",,"28,463301"
17/03/2005 14.00,"0,355524","12,596217","2,675636","8,494572",,"28,451771"
17/03/2005 15.00,"0,264554","10,383578","2,444149","6,63602",,"28,44158"
17/03/2005 16.00,"0,223401","12,575466","2,452596","8,816446",,"28,43861"
17/03/2005 17.00,"0,385847","13,951556","2,500752","10,119509",,"28,44063"
17/03/2005 18.00,"0,415551","15,310786","2,561582","11,386226",,"28,439011"
17/03/2005 19.00,"0,461345","26,403801","3,243374","21,447325",,"28,46615"
17/03/2005 20.00,"0,37904","26,935566","2,935004","22,445387",,"28,438061"
17/03/2005 21.00,"0,388013","29,691639","2,911348","25,239699",,"28,438471"
17/03/2005 22.00,"0,319322","28,350561","3,003438","23,756237",,"28,44512"
17/03/2005 23.00,"0,353667","33,655157","3,942909","27,621306",,"28,44619"
18/03/2005 0.00,"0,295187","24,243051","3,35236","19,109863",,"28,44619"
18/03/2005 1.00,"0,274456","18,542847","2,952746","14,019614",,
18/03/2005 2.00,"0,332626","22,158798","3,035542","17,510883",,
18/03/2005 3.00,"0,252177","21,820297","3,04906","17,151369",,
18/03/2005 4.00,"0,405959","20,419567","3,061733","15,730201",,
18/03/2005 5.00,"0,279716","17,068187","3,030473","12,424525",,
18/03/2005 6.00,"0,285595","19,388464","3,057508","14,70489",,"32,412971"
18/03/2005 7.00,"0,279716","26,375273","3,490915","21,030699",,"32,42775"
18/03/2005 8.00,"0,419264","37,47866","4,791139","30,144361",,"32,417431"
18/03/2005 9.00,"0,431641","43,580903","5,219476","35,592834",,"32,4207"
18/03/2005 10.00,"0,615745","33,402277","3,594831","27,902943",,"32,3918"
18/03/2005 11.00,"0,466605","24,659368","3,088768","19,931415",,"32,34066"
18/03/2005 12.00,"0,505592","16,660935","2,613963","12,656841",,"32,345001"
18/03/2005 13.00,"0,477744","13,930805","2,504132","10,093553",,"32,335091"
18/03/2005 14.00,"0,390488","12,965854","2,630859","8,933254",,"32,33252"
18/03/2005 15.00,"0,300447","11,536589","2,342766","7,945572",,"32,33279"
18/03/2005 16.00,"0,385538","12,090398","2,396836","8,4167",,"32,33292"
18/03/2005 17.00,"0,326748","11,574202","2,285316","8,071466",,"32,33427"
18/03/2005 18.00,"0,359237","14,222624","2,558202","10,302508",,"32,335091"
18/03/2005 19.00,"0,512399","21,540151","2,624945","17,522569",,"32,33577"
18/03/2005 20.00,"0,348407","28,51398","2,880934","24,107968",,"32,33252"
18/03/2005 21.00,"0,280335","27,451749","2,866572","23,067075",,"32,332371"
18/03/2005 22.00,"0,349645","31,04694","2,984006","26,484373",,"32,332642"
18/03/2005 23.00,"0,403174","40,451303","3,07187","35,76025",,"32,33374"
19/03/2005 0.00,"0,340052","42,34881","3,125096","37,577282",,"32,334011"
19/03/2005 1.00,,"35,736808","3,069336","31,046386",,
19/03/2005 2.00,"0,156375",,,,,
19/03/2005 3.00,"0,091986","26,497184","3,088768","21,77049",,
19/03/2005 4.00,"0,099345","20,453275","3,008507","15,845713",,
19/03/2005 5.00,"0,12878","16,797118","2,951057","12,275275",,
19/03/2005 6.00,"0,099345","16,994259","2,972178","12,440101",,"49,917091"
19/03/2005 7.00,"0,106704","21,66076","3,074405","16,952806",,"49,922932"
19/03/2005 8.00,"0,741398","41,053125","4,161725","34,688211",,"49,935421"
19/03/2005 9.00,"0,224444","47,42387","5,563329","38,910191",,"49,920631"
19/03/2005 10.00,"0,226284","38,87159","3,756197","33,128172",,"49,92931"
19/03/2005 11.00,"0,312749","31,826443","3,948824","25,78221",,"49,93243"
19/03/2005 12.00,"0,870177","22,829337","2,700982","18,695842",,"49,93298"
19/03/2005 13.00,"0,614459","20,545356","2,5996","16,56603",,"49,927551"
19/03/2005 14.00,"0,623657","23,543966","2,777863","19,292864",,"49,913841"
19/03/2005 15.00,"0,949283","17,852856","2,504132","14,018311",,"49,920212"
19/03/2005 16.00,"0,78371","15,448265","2,443303","11,705498",,"49,92416"
19/03/2005 17.00,"0,631016","15,242044","2,434855","11,512123",,"49,923882"
19/03/2005 18.00,"0,706444","15,529974","2,437389","11,796353",,"49,925781"
19/03/2005 19.00,"0,940084","31,958736","2,849674","27,603122",,"49,915611"
19/03/2005 20.00,"0,577665","65,004366","3,429241","59,781277",,"49,921162"
19/03/2005 21.00,"0,345863","70,449055","3,964875","64,406888",,"49,919941"
19/03/2005 22.00,"0,233643","44,132153","3,015265","39,530579",,"49,926331"
19/03/2005 23.00,"0,167413","32,258325","2,956126","27,739411",,"49,91629"
20/03/2005 0.00,"0,103024","27,735797","3,04568","23,076158",,"49,92741"
20/03/2005 1.00,"0,119581","22,606264","2,990765","18,027441",,
20/03/2005 2.00,"0,119581","18,978629","2,96035","14,444012",,
20/03/2005 3.00,"0,058871","17,457278","2,837004","13,111094",,
20/03/2005 4.00,"0,049673","17,313315","2,8784","12,903436",,
20/03/2005 5.00,"0,047833","21,40656","3,029628","16,76721",,
20/03/2005 6.00,"0,060711","24,274177","3,065957","19,580983",,"63,413231"
20/03/2005 7.00,"0,060711","31,983382","3,530624","26,581713",,"63,41148"
20/03/2005 8.00,"0,045994","36,656365","4,108501","30,389672",,"63,40564"
20/03/2005 9.00,"0,049672","37,990981","4,300281","31,4111",,"63,404961"
20/03/2005 10.00,"0,082787","28,271442","3,470638","22,959334",,"63,40456"
20/03/2005 11.00,"0,073589","21,429905","3,011042","16,819118",,"63,409981"
20/03/2005 12.00,"0,06807","19,675092","2,923177","15,198083",,"63,452572"
20/03/2005 13.00,"0,038635","17,352223","2,647756","13,296699",,"63,45977"
20/03/2005 14.00,"0,031276","15,928146","2,538771","12,039055",,"63,47456"
20/03/2005 15.00,"0,049673","15,814011","2,591997","11,843073",,"63,466011"
20/03/2005 16.00,"0,034955","16,826949","2,587772","12,863207",,"63,467232"
20/03/2005 17.00,"0,139818","17,417073","2,553978","13,505648",,"63,461262"
20/03/2005 18.00,"0,018398","18,650495","2,654515","14,585483",,"63,469952"
20/03/2005 19.00,"0,029436","18,254917","2,66043","14,180541",,"63,420422"
20/03/2005 20.00,"0,150856","18,684217","2,831933","14,346678",,"63,401562"
20/03/2005 21.00,"0,025757","23,787804","3,009352","19,181241",,"63,399132"
20/03/2005 22.00,"0,06439","22,507681","2,951902","17,988502",,"63,40279"
20/03/2005 23.00,"0,045994","20,907222","3,064267","16,214309",,"63,40971"
21/03/2005 0.00,"0,060711","18,384616","2,992455","13,800267",,"63,413502"
21/03/2005 1.00,,"15,876266","2,940074","11,370652",,
21/03/2005 2.00,"0,414502",,,,,
21/03/2005 3.00,"0,464262","14,146102","2,995834","9,553637",,
21/03/2005 4.00,"0,60104","13,067019","2,984006","8,491978",,
21/03/2005 5.00,"0,3474","12,431502","2,914729","7,962446",,
21/03/2005 6.00,"0,359105","13,550791","3,040611","8,889127",,"61,469391"
21/03/2005 7.00,"0,302603","16,002074","3,135233","11,196733",,"61,47646"
21/03/2005 8.00,"0,384536","21,949988","3,371792","16,785377",,"61,474152"
21/03/2005 9.00,"0,477222","26,403801","3,794217","20,593329",,"61,487991"
21/03/2005 10.00,"0,584555","26,30912","3,432621","21,054065",,"61,49165"
21/03/2005 11.00,,,,,,"61,48653"
21/03/2005 12.00,"0,362076","23,537484","3,397981","18,333735",,"61,493961"
21/03/2005 13.00,"0,477039","16,456013","2,907969","12,000127",,"61,494911"
21/03/2005 14.00,"0,48715","17,929377","3,223943","12,989103",,"61,478081"
21/03/2005 15.00,"0,496281","14,794589","2,62579","10,771034",,"61,487301"
21/03/2005 16.00,"0,40338","14,356212","2,606358","10,362206",,"61,496262"
21/03/2005 17.00,"0,415421","16,028012","2,674791","11,930032",,"61,481201"
21/03/2005 18.00,"0,551831","16,605168","2,758431","12,379098",,"61,493961"
21/03/2005 19.00,"0,349636","18,513016","2,703516","14,372626",,"61,501282"
21/03/2005 20.00,"0,467755","21,359869","2,825175","17,034566",,"61,48378"
21/03/2005 21.00,"0,373536","21,433787","2,771949","17,190309",,"61,49559"
21/03/2005 22.00,"0,4297","18,279561","2,692534","14,155886",,"61,49192"
21/03/2005 23.00,"0,385118","14,552056","2,580169","10,598417",,"61,492741"
22/03/2005 0.00,"0,363853","16,677797","2,917263","12,207785",,"61,47578"
22/03/2005 1.00,"0,336767","14,632469","2,773638","10,381676",,
22/03/2005 2.00,"0,29286","11,550856","2,635083","7,510787",,
22/03/2005 3.00,"0,343998","11,781717","2,662965","7,698977",,
22/03/2005 4.00,"0,37804","12,165621","2,728017","7,983212",,
22/03/2005 5.00,"0,308272","12,147463","2,735621","7,953361",,
22/03/2005 6.00,"0,326472","12,479489","2,731396","8,292105",,"46,013691"
22/03/2005 7.00,"0,312011","14,129242","2,85559","9,752213",,"46,01329"
22/03/2005 8.00,"0,308364","19,825546","3,344757","14,700993",,"46,047741"
22/03/2005 9.00,"0,313848","22,148435","3,291531","17,107244",,"46,04409"
22/03/2005 10.00,"0,375037","16,750427","2,816726","12,434911",,"46,048691"
22/03/2005 11.00,"0,306281","14,489801","2,570875","10,550395",,"46,05101"
22/03/2005 12.00,"0,282718","16,300377","2,804898","12,002719",,"46,035271"
22/03/2005 13.00,"0,384444","15,056579","2,496528","11,231776",,"46,049511"
22/03/2005 14.00,"0,416279","16,245904","2,71281","12,089679",,"46,039471"
22/03/2005 15.00,"0,302818","16,607761","2,59791","12,628287",,"46,033772"
22/03/2005 16.00,"0,361372","16,203104","2,653671","12,1377",,"46,034451"
22/03/2005 17.00,"0,339801","16,424888","2,656205","12,355734",,"46,034592"
22/03/2005 18.00,"0,497567","33,194767","6,138672","24,027491",,"46,047611"
22/03/2005 19.00,"1,235661","28,817473","3,280549","23,797765",,"46,05521"
22/03/2005 20.00,"0,623959","42,889638","5,067403","35,13468",,"46,05793"
22/03/2005 21.00,"0,480379","25,892801","2,875865","21,492753",,"46,054661"
22/03/2005 22.00,"0,363792","30,450357","3,284773","25,425298",,"46,053181"
22/03/2005 23.00,"0,379051","31,47236","3,360808","26,331221",,"46,06023"
23/03/2005 0.00,"0,398691","27,197549","3,07525","22,492098",,"46,048691"
23/03/2005 1.00,,"27,680024","3,127631","22,894459",,
23/03/2005 2.00,"0,497023",,,,,
23/03/2005 3.00,"0,354659","19,933192","3,123407","15,148758",,
23/03/2005 4.00,"0,481575","17,671279","3,030473","13,028031",,
23/03/2005 5.00,"0,390644","17,88528","3,027938","13,246076",,
23/03/2005 6.00,"0,472694","17,324987","3,148751","12,499797",,"48,56871"
23/03/2005 7.00,"0,450401","18,158943","3,348981","13,026739",,"48,570061"
23/03/2005 8.00,"0,489067","29,108001","5,548122","20,693251",,"48,567902"
23/03/2005 9.00,"0,572228","30,350494","4,41856","23,58362",,"48,56546"
23/03/2005 10.00,"0,497762","23,322192","3,405586","18,106607",,"48,56424"
23/03/2005 11.00,"0,405074","17,865826","2,990765","13,283721",,"48,557991"
23/03/2005 12.00,"0,472047","18,925455","3,150442","14,09878",,"48,56451"
23/03/2005 13.00,"0,406","16,254983","2,723792","12,081887",,"48,55949"
23/03/2005 14.00,"0,381486","15,239452","2,804898","10,941055",,"48,574951"
23/03/2005 15.00,"0,415527","14,815342","2,638464","10,772334",,"48,463711"
23/03/2005 16.00,"0,399894","15,026748","2,591997","11,055273",,"48,455292"
23/03/2005 17.00,"0,438746","15,020262","2,528633","11,146118",,"48,45665"
23/03/2005 18.00,"0,467977","15,068252","2,510892","11,221402",,"48,45435"
23/03/2005 19.00,"0,442538","18,419635","2,623256","14,402482",,"48,454201"
23/03/2005 20.00,"0,562331","26,926484","2,762656","22,701061",,"48,456921"
23/03/2005 21.00,"0,542535","27,213112","2,992455","22,634887",,"48,461811"
23/03/2005 22.00,"0,471307","27,119731","3,090456","22,390876",,"48,464111"
23/03/2005 23.00,"0,523849","24,422013","3,190149","19,538155",,"48,46954"
24/03/2005 0.00,"0,519316","18,793163","3,12932","13,998841",,"48,463982"
24/03/2005 1.00,"0,44744","17,968288","3,173253","13,105907",,
24/03/2005 2.00,"0,530787","14,435328","3,114113","9,66136",,
24/03/2005 3.00,"0,437821","12,66755","3,067646","7,963743",,
24/03/2005 4.00,"0,441058","12,689599","3,122563","7,901445",,
24/03/2005 5.00,"0,474637","15,037124","3,224788","10,093551",,
24/03/2005 6.00,"0,496838","16,513081","3,412344","11,2824",,"42,279461"
24/03/2005 7.00,"0,430235","29,874501","4,652582","22,74779",,"42,2929"
24/03/2005 8.00,"0,606639","31,166287","4,882382","23,687443",,"42,317051"
24/03/2005 9.00,"0,62625","28,669617","4,231848","22,188396",,"42,313381"
24/03/2005 10.00,"0,382318","19,88132","3,334619","14,772379",,"42,328991"
24/03/2005 11.00,"0,465016","19,366417","3,330394","14,263615",,"42,323151"
24/03/2005 12.00,"0,440133","14,475534","3,15889","9,632806",,"42,31501"
24/03/2005 13.00,"0,566216","16,773773","3,234926","11,815823",,"42,27689"
24/03/2005 14.00,"0,498318","14,45997","3,072715","9,749615",,"42,261021"
24/03/2005 15.00,"0,552155","13,819265","3,016955","9,194125",,"42,304981"
24/03/2005 16.00,"0,519316","15,111051","3,08032","10,389468",,"42,303612"
24/03/2005 17.00,"0,476764","20,477921","3,232392","15,526437",,"42,321251"
24/03/2005 18.00,"0,525791","20,147202","3,150442","15,321374",,"42,32465"
24/03/2005 19.00,"0,46881","33,921059","3,911649","27,935391",,"42,30986"
24/03/2005 20.00,"0,606732","31,661744","3,325325","26,575212",,"42,313782"
24/03/2005 21.00,"0,683418","30,106656","3,698748","24,445397",,"42,31461"
24/03/2005 22.00,"0,56492","33,53845","3,871942","27,613523",,"42,311211"
24/03/2005 23.00,"0,512655","23,614002","3,186769","18,734779",,"42,32682"
25/03/2005 0.00,"0,592302","19,346954","3,218875","14,41546",,"42,308231"
25/03/2005 1.00,,"16,750427","3,396293","11,544569",,
25/03/2005 2.00,"0,364815",,,,,
25/03/2005 3.00,"0,308228","17,103205","3,342223","11,980659",,
25/03/2005 4.00,"0,330445","14,494988","3,140303","9,680829",,
25/03/2005 5.00,"0,364815","14,165556","3,213806","9,238254",,
25/03/2005 6.00,"0,336845","14,945038","3,304203","9,879403",,"35,014111"
25/03/2005 7.00,"0,272965","17,580491","3,470638","12,260992",,"35,001621"
25/03/2005 8.00,"0,377677","23,170438","4,062034","16,946316",,"35,011261"
25/03/2005 9.00,"0,414417","21,244441","3,80182","15,41872",,"35,015591"
25/03/2005 10.00,"0,304136","18,144675","3,297446","13,091635",,"35,01519"
25/03/2005 11.00,"0,308136","18,59732","3,49176","13,246076",,"35,010841"
25/03/2005 12.00,"0,294104","19,4559","3,388689","14,263615",,"35,021561"
25/03/2005 13.00,"0,267919","21,114732","3,853356","15,220145",,"35,012341"
25/03/2005 14.00,"0,267704","19,429973","3,991066","13,312272",,"35,025761"
25/03/2005 15.00,"0,254596","14,266721","3,281393","9,235658",,"35,017761"
25/03/2005 16.00,"0,356691","13,85947","3,184234","8,977381",,"35,008942"
25/03/2005 17.00,"0,318628","15,946304","3,431776","10,685374",,"35,01289"
25/03/2005 18.00,"0,236995","15,284845","3,199443","10,380374",,"35,007591"
25/03/2005 19.00,"0,324198","17,979959","3,41488","12,746393",,"34,997822"
25/03/2005 20.00,"0,333214","21,100469","3,697058","15,435585",,"35,0019"
25/03/2005 21.00,"0,258257","19,11611","3,414035","13,884632",,"35,007191"
25/03/2005 22.00,"0,287335","22,909755","4,032464","16,730866",,"35,008541"
25/03/2005 23.00,"0,266627","19,449418","3,686076","13,800267",,"35,014912"
26/03/2005 0.00,"0,325582","16,658344","3,525555","11,253848",,"35,00909"
26/03/2005 1.00,"0,343399","14,916504","3,199443","10,011786",,
26/03/2005 2.00,"0,243057","14,679158","3,370102","9,512106",,
26/03/2005 3.00,"0,182408","12,773903","3,234927","7,813191",,
26/03/2005 4.00,"0,237271","11,213642","3,036386","6,55685",,
26/03/2005 5.00,"0,276042","10,942575","3,037232","6,284296",,
26/03/2005 6.00,"0,305828","12,855613","3,15382","8,019551",,"31,642111"
26/03/2005 7.00,"0,256042","14,238188","3,234927","9,278488",,"31,654051"
26/03/2005 8.00,"0,243826","16,702438","3,384464","11,514715",,"31,65852"
26/03/2005 9.00,"0,319921","17,500079","3,598211","11,984542",,"31,65214"
26/03/2005 10.00,"0,268196","17,574006","3,481623","12,237629",,"31,664221"
26/03/2005 11.00,"0,237549","18,804835","3,659885","13,195461",,"31,66246"
26/03/2005 12.00,"0,287028","16,181055","3,462191","10,873564",,"31,64847"
26/03/2005 13.00,"0,209332","17,044841","3,41319","11,813228",,"31,65716"
26/03/2005 14.00,"0,244041","14,998213","3,168184","10,141573",,"31,65527"
26/03/2005 15.00,"0,24361","14,577996","3,233237","9,621126",,"31,647671"
26/03/2005 16.00,"0,308997","17,283484","3,804354","11,457612",,"31,665171"
26/03/2005 17.00,"0,234502","19,872237","3,844906","13,979373",,"31,64957"
26/03/2005 18.00,"0,295921","17,858043","3,517106","12,46736",,"31,64197"
26/03/2005 19.00,"0,212132","25,263752","4,21833","18,800967",,"31,64197"
26/03/2005 20.00,"0,272073","30,181894","4,087379","23,923669",,"31,66177"
26/03/2005 21.00,"0,244564","25,309162","4,207348","18,86327",,"31,648081"
26/03/2005 22.00,"0,200131","18,625853","3,424172","13,378461",,"31,659201"
26/03/2005 23.00,"0,220379","14,683051","3,114959","9,907955",,"31,64699"
27/03/2005 0.00,"0,303612","13,440547","3,056664","8,754147",,"31,65567"
27/03/2005 1.00,,"12,706459","3,04568","8,036425",,
27/03/2005 2.00,"0,533978",,,,,
27/03/2005 3.00,"0,645312","13,04886","3,092991","8,306382",,
27/03/2005 4.00,"0,638154","12,649394","3,087078","7,915721",,
27/03/2005 5.00,"0,568094","12,275866","3,050749","7,597743",,
27/03/2005 6.00,"0,653689","12,244736","3,088768","7,50819",,"43,818741"
27/03/2005 7.00,"0,549818","13,065723","3,189305","8,175297",,"43,837601"
27/03/2005 8.00,"0,685825","12,785576","3,141148","7,968934",,"43,8353"
27/03/2005 9.00,"0,669224","13,262863","3,180856","8,385552",,"43,83543"
27/03/2005 10.00,"0,69405","12,742776","3,107354","7,978021",,"43,83218"
27/03/2005 11.00,"0,618659","14,955413","3,431776","9,693807",,"43,82933"
27/03/2005 12.00,"0,496663","16,680391","3,446983","11,396609",,"43,832031"
27/03/2005 13.00,"0,556824","15,57926","3,328705","10,476416",,"43,834202"
27/03/2005 14.00,"0,658411","13,537822","3,131855","8,735977",,"43,760811"
