TARANTO -  v.Alto Adige,,,,,
,,,,,,
,SO2,NO2,PM10,PM2.5,BENZENE
14/06/2011 9.00,"0,827082","39,317716","21,1","14,1","1,282145"
14/06/2011 10.00,"0,704803","28,114487","21,1","14,1","1,071361"
14/06/2011 11.00,"0,835246","28,220908","21,1","14,1","1,057758"
14/06/2011 12.00,"0,832702","28,791985","21,1","14,1","0,927139"
14/06/2011 13.00,"0,868671","24,032674","21,1","14,1","1,053375"
14/06/2011 14.00,"1,313299","15,307102","21,1","14,1","0,826879"
14/06/2011 15.00,"1,705396","22,25589","21,1","14,1","0,561519"
14/06/2011 16.00,"1,321285","22,919106","21,1","14,1","0,687823"
14/06/2011 17.00,"1,147539","22,706261","21,1","14,1","0,718548"
14/06/2011 18.00,"1,271356","25,647242","21,1","14,1","0,758918"
14/06/2011 19.00,"1,12926","49,909661","21,1","14,1","0,922824"
14/06/2011 20.00,"1,017452","39,194431","21,1","14,1","1,6691"
14/06/2011 21.00,"1,238405","25,250082","21,1","14,1","0,971862"
14/06/2011 22.00,"1,079863","18,039117","21,1","14,1","0,702384"
14/06/2011 23.00,"1,129792","14,158478","21,1","14,1","0,5268"
15/06/2011 0.00,"1,127248","12,019585","21,1","14,1","0,704561"
15/06/2011 1.00,,"35,093153",29,"17,5","0,793217"
15/06/2011 2.00,"1,009415",,29,"17,5","0,931689"
15/06/2011 3.00,"0,967976","34,004175",29,"17,5","0,612909"
15/06/2011 4.00,"1,277305","40,567572",29,"17,5","0,882202"
15/06/2011 5.00,"0,954527","40,675293",29,"17,5","3,030257"
15/06/2011 6.00,"1,250835","54,423664",29,"17,5","4,691553"
15/06/2011 7.00,"1,195327","57,855226",29,"17,5","3,173516"
15/06/2011 8.00,"1,069437","33,787486",29,"17,5","1,753553"
15/06/2011 9.00,"0,907251","48,465126",29,"17,5","1,465006"
15/06/2011 10.00,"0,750289","36,109381",29,"17,5","1,485934"
15/06/2011 11.00,"0,865643","46,759716",29,"17,5","1,167668"
15/06/2011 12.00,"1,128044","56,884427",29,"17,5","1,781339"
15/06/2011 13.00,"1,0597","49,494336",29,"17,5","1,662546"
15/06/2011 14.00,"0,672117","26,412978",29,"17,5","1,12777"
15/06/2011 15.00,"0,761532","24,214389",29,"17,5","0,767237"
15/06/2011 16.00,"1,080947","33,080161",29,"17,5","1,04182"
15/06/2011 17.00,"1,116978","29,590187",29,"17,5","0,893287"
15/06/2011 18.00,"0,938149","34,799834",29,"17,5","1,380376"
15/06/2011 19.00,"0,875735","49,95509",29,"17,5","1,309983"
15/06/2011 20.00,"0,952313","59,484059",29,"17,5","1,362604"
15/06/2011 21.00,"1,192583","69,530888",29,"17,5","2,574578"
15/06/2011 22.00,"0,98445","38,676567",29,"17,5","1,653389"
15/06/2011 23.00,"1,110604","26,052184",29,"17,5","1,146263"
16/06/2011 0.00,"1,049076","46,491064",29,"17,5","0,972991"
16/06/2011 1.00,"0,860331","18,939845","30,79999","20,79999","1,037185"
16/06/2011 2.00,"0,744268","15,462845","30,79999","20,79999","0,479391"
16/06/2011 3.00,"1,015612","20,926877","30,79999","20,79999","0,453313"
16/06/2011 4.00,"1,183021","52,972629","30,79999","20,79999","1,572329"
16/06/2011 5.00,"0,899461","39,587692","30,79999","20,79999","1,666997"
16/06/2011 6.00,"1,01154","40,06919","30,79999","20,79999","1,92606"
16/06/2011 7.00,"1,138048","62,959766","30,79999","20,79999","3,613694"
16/06/2011 8.00,"0,757017","61,68525","30,79999","20,79999","5,167089"
16/06/2011 9.00,"0,778707","75,582865","30,79999","20,79999","6,207548"
16/06/2011 10.00,"0,842537","92,008725","30,79999","20,79999","5,807236"
16/06/2011 11.00,"0,669639","60,924692","30,79999","20,79999","4,602818"
16/06/2011 12.00,"0,725854","33,71351","30,79999","20,79999","2,345821"
16/06/2011 13.00,"0,514977","29,551241","30,79999","20,79999","1,315263"
16/06/2011 14.00,"0,704253","15,931379","30,79999","20,79999","0,802485"
16/06/2011 15.00,"0,783665","18,817843","30,79999","20,79999","0,587256"
16/06/2011 16.00,"1,181428","34,651881","30,79999","20,79999","0,690986"
16/06/2011 17.00,"1,078999","29,514893","30,79999","20,79999","0,800697"
16/06/2011 18.00,"1,202675","42,249634","30,79999","20,79999","0,930149"
16/06/2011 19.00,"1,345385","39,651283","30,79999","20,79999","1,402955"
16/06/2011 20.00,"1,284741","29,357861","30,79999","20,79999","1,179497"
16/06/2011 21.00,"1,430196","28,339013","30,79999","20,79999","1,014473"
16/06/2011 22.00,"1,726062","22,776355","30,79999","20,79999","0,849502"
16/06/2011 23.00,"1,332459","16,791866","30,79999","20,79999","0,702098"
17/06/2011 0.00,"1,429134","23,272137","30,79999","20,79999","0,631161"
17/06/2011 1.00,,"24,310429",,,"0,93173"
17/06/2011 2.00,"0,449992",,,,"0,499743"
17/06/2011 3.00,"0,3946","23,133057",,,"0,653127"
17/06/2011 4.00,"0,480444","19,773063",,,"0,636121"
17/06/2011 5.00,"0,514821","40,723322",,,"0,928272"
17/06/2011 6.00,"0,588927","71,948844",,,"1,299818"
17/06/2011 7.00,"0,508635","63,315378",,,"2,524174"
17/06/2011 8.00,"0,465336","62,377029",,,"2,429601"
17/06/2011 9.00,"0,286791","38,393648",,,"2,338054"
17/06/2011 10.00,"0,274777","21,270808",,,"1,400887"
17/06/2011 11.00,"0,313912","25,138479",,,"1,073722"
17/06/2011 12.00,"0,251105","31,124261",,,"1,039703"
17/06/2011 13.00,"0,30963","34,755703",,,"1,117264"
17/06/2011 14.00,,,,,
17/06/2011 15.00,,,,,
17/06/2011 16.00,,,,,
17/06/2011 17.00,,,,,
17/06/2011 18.00,,,,,
17/06/2011 19.00,,,,,
17/06/2011 20.00,,,,,
17/06/2011 21.00,,,,,
17/06/2011 22.00,,,,,
17/06/2011 23.00,,,,,
18/06/2011 0.00,,,,,
18/06/2011 1.00,,,,,
18/06/2011 2.00,,,,,
18/06/2011 3.00,,,,,
18/06/2011 4.00,,,,,
18/06/2011 5.00,,,,,
18/06/2011 6.00,,,,,
18/06/2011 7.00,,,,,
18/06/2011 8.00,,,,,
18/06/2011 9.00,,,,,
18/06/2011 10.00,,,,,
18/06/2011 11.00,,,,,
18/06/2011 12.00,,,,,
18/06/2011 13.00,,,,,
18/06/2011 14.00,,,,,
18/06/2011 15.00,,,,,
18/06/2011 16.00,,,,,
18/06/2011 17.00,,,,,
18/06/2011 18.00,,,,,
18/06/2011 19.00,,,,,
18/06/2011 20.00,,,,,
18/06/2011 21.00,,,,,
18/06/2011 22.00,,,,,
18/06/2011 23.00,,,,,
19/06/2011 0.00,,,,,
19/06/2011 1.00,,,,,
19/06/2011 2.00,,,,,
19/06/2011 3.00,,,,,
19/06/2011 4.00,,,,,
19/06/2011 5.00,,,,,
19/06/2011 6.00,,,,,
19/06/2011 7.00,,,,,
19/06/2011 8.00,,,,,
19/06/2011 9.00,,,,,
19/06/2011 10.00,,,,,
19/06/2011 11.00,,,,,
19/06/2011 12.00,,,,,
19/06/2011 13.00,,,,,
19/06/2011 14.00,,,,,
19/06/2011 15.00,,,,,
19/06/2011 16.00,,,,,
19/06/2011 17.00,,,,,
19/06/2011 18.00,,,,,
19/06/2011 19.00,,,,,
19/06/2011 20.00,,,,,
19/06/2011 21.00,,,,,
19/06/2011 22.00,,,,,
19/06/2011 23.00,,,,,
20/06/2011 0.00,,,,,
20/06/2011 1.00,,,"24,700001","13,4",
20/06/2011 2.00,,,"24,700001","13,4",
20/06/2011 3.00,,,"24,700001","13,4",
20/06/2011 4.00,,,"24,700001","13,4",
20/06/2011 5.00,,,"24,700001","13,4",
20/06/2011 6.00,,,"24,700001","13,4",
20/06/2011 7.00,,,"24,700001","13,4",
20/06/2011 8.00,,,"24,700001","13,4",
20/06/2011 9.00,,,"24,700001","13,4",
20/06/2011 10.00,,,"24,700001","13,4",
20/06/2011 11.00,,,"24,700001","13,4",
20/06/2011 12.00,,,"24,700001","13,4",
20/06/2011 13.00,,,"24,700001","13,4",
20/06/2011 14.00,,,"24,700001","13,4",
20/06/2011 15.00,,,"24,700001","13,4",
20/06/2011 16.00,,,"24,700001","13,4",
20/06/2011 17.00,,,"24,700001","13,4",
20/06/2011 18.00,,,"24,700001","13,4",
20/06/2011 19.00,,,"24,700001","13,4",
20/06/2011 20.00,,,"24,700001","13,4",
20/06/2011 21.00,,,"24,700001","13,4",
20/06/2011 22.00,,,"24,700001","13,4",
20/06/2011 23.00,,,"24,700001","13,4",
21/06/2011 0.00,,,"24,700001","13,4",
21/06/2011 1.00,,,"20,79999","10,3",
21/06/2011 2.00,,,"20,79999","10,3",
21/06/2011 3.00,,,"20,79999","10,3",
21/06/2011 4.00,,,"20,79999","10,3",
21/06/2011 5.00,,,"20,79999","10,3",
21/06/2011 6.00,,,"20,79999","10,3",
21/06/2011 7.00,,,"20,79999","10,3",
21/06/2011 8.00,,,"20,79999","10,3",
21/06/2011 9.00,,,"20,79999","10,3",
21/06/2011 10.00,,,"20,79999","10,3",
21/06/2011 11.00,,,"20,79999","10,3","1,512744"
21/06/2011 12.00,"3,110929","47,22047","20,79999","10,3","1,157589"
21/06/2011 13.00,"3,197168","32,692082","20,79999","10,3","1,033207"
21/06/2011 14.00,"3,234994","24,281865","20,79999","10,3","0,511486"
21/06/2011 15.00,"3,122347","18,516736","20,79999","10,3","0,56278"
21/06/2011 16.00,"2,918823","23,256554","20,79999","10,3","0,52784"
21/06/2011 17.00,"3,012436","38,65582","20,79999","10,3","0,653096"
21/06/2011 18.00,"3,099866","42,322291","20,79999","10,3","1,021381"
21/06/2011 19.00,"3,072507","47,773366","20,79999","10,3","0,998587"
21/06/2011 20.00,"3,04491","51,652699","20,79999","10,3","1,521661"
21/06/2011 21.00,"3,02802","39,412476","20,79999","10,3","1,170296"
21/06/2011 22.00,"3,198952","60,087562","20,79999","10,3","1,108896"
21/06/2011 23.00,"2,881115","39,760305","20,79999","10,3","1,281098"
22/06/2011 0.00,"2,806413","35,160646","20,79999","10,3","0,814015"
22/06/2011 1.00,"3,111761","41,683742","21,9","11,7","1,041874"
22/06/2011 2.00,"2,988409","47,476144","21,9","11,7","1,291128"
22/06/2011 3.00,"3,433167","32,270276","21,9","11,7","1,971537"
22/06/2011 4.00,"3,262115","17,05663","21,9","11,7","1,221436"
22/06/2011 5.00,"3,040747","28,884124","21,9","11,7","0,758976"
22/06/2011 6.00,"3,499066","66,257664","21,9","11,7","0,99885"
22/06/2011 7.00,"3,309101","65,151874","21,9","11,7","2,283905"
22/06/2011 8.00,"3,205256","59,051871","21,9","11,7","3,792187"
22/06/2011 9.00,"3,510248","54,418463","21,9","11,7","3,170915"
22/06/2011 10.00,"3,520002","43,011472","21,9","11,7","2,998092"
22/06/2011 11.00,"3,316237","27,921108","21,9","11,7","1,12187"
22/06/2011 12.00,"3,325992","37,351455","21,9","11,7","0,94925"
22/06/2011 13.00,"3,33182","27,876979","21,9","11,7","1,682192"
22/06/2011 14.00,"3,350496","17,433017","21,9","11,7","1,121672"
22/06/2011 15.00,"3,527614","16,590697","21,9","11,7","0,834708"
22/06/2011 16.00,"3,260807","20,833419","21,9","11,7","0,879959"
22/06/2011 17.00,"3,395341","29,651161","21,9","11,7","0,993072"
22/06/2011 18.00,"3,660958","40,925784","21,9","11,7","1,17923"
22/06/2011 19.00,"3,201093","38,736277","21,9","11,7","1,455326"
22/06/2011 20.00,"3,321947","55,87856","21,9","11,7","1,530755"
22/06/2011 21.00,"3,227857","40,70516","21,9","11,7","1,711723"
22/06/2011 22.00,"3,365603","37,259295","21,9","11,7","1,357837"
22/06/2011 23.00,"3,44066","53,526819","21,9","11,7","1,241861"
23/06/2011 0.00,"3,579715","68,601604","21,9","11,7","2,161246"
23/06/2011 1.00,,"57,119335","26,9",18,"2,791337"
23/06/2011 2.00,"0,161672",,"26,9",18,"4,029719"
23/06/2011 3.00,"0,258464","32,047278","26,9",18,"2,414586"
23/06/2011 4.00,"0,240991","23,368177","26,9",18,"1,437321"
23/06/2011 5.00,"0,177998","21,725061","26,9",18,"1,839108"
23/06/2011 6.00,"0,2303","43,642221","26,9",18,"1,329677"
23/06/2011 7.00,"0,278122","69,855355","26,9",18,"1,857129"
23/06/2011 8.00,"0,229143","34,189829","26,9",18,"2,41669"
23/06/2011 9.00,"0,165717","32,740111","26,9",18,"2,001488"
23/06/2011 10.00,"0,211951","32,820567","26,9",18,"1,818993"
23/06/2011 11.00,"0,161527","25,357804","26,9",18,"1,533267"
23/06/2011 12.00,"0,145634","30,154744","26,9",18,"1,223529"
23/06/2011 13.00,"0,16384","32,999686","26,9",18,"1,396023"
23/06/2011 14.00,"0,161238","21,156605","26,9",18,"1,711232"
23/06/2011 15.00,"0,127141","17,570591","26,9",18,"0,765928"
23/06/2011 16.00,"0,262663","27,812085","26,9",18,"0,612243"
23/06/2011 17.00,"0,145201","30,808877","26,9",18,"0,717671"
23/06/2011 18.00,"0,274511","45,416424","26,9",18,"0,855204"
23/06/2011 19.00,"0,220331","49,717582","26,9",18,"1,323155"
23/06/2011 20.00,"0,274511","48,053703","26,9",18,"1,394276"
23/06/2011 21.00,"0,277544","41,530588","26,9",18,"1,336959"
23/06/2011 22.00,"0,195914","32,291041","26,9",18,"1,135804"
23/06/2011 23.00,"0,210073","30,660906","26,9",18,"0,710503"
24/06/2011 0.00,"0,214118","56,447038","26,9",18,"1,016425"
24/06/2011 1.00,"0,18869","37,415048","31,29999","17,29999","1,2091"
24/06/2011 2.00,"0,187389","20,724417","31,29999","17,29999","0,936341"
24/06/2011 3.00,"0,162106","25,735481","31,29999","17,29999","0,715675"
24/06/2011 4.00,"0,152136","30,101532","31,29999","17,29999","1,185453"
24/06/2011 5.00,"0,154014","40,07827","31,29999","17,29999","1,101426"
24/06/2011 6.00,"0,073395","58,474312","31,29999","17,29999","1,315616"
24/06/2011 7.00,"0,0916","49,098474","31,29999","17,29999","1,934607"
24/06/2011 8.00,"0,053169","64,162891","31,29999","17,29999","1,929609"
24/06/2011 9.00,"0,090155","53,256883","31,29999","17,29999","2,001849"
24/06/2011 10.00,"0,095212","52,091386","31,29999","17,29999","1,711608"
24/06/2011 11.00,"0,083798","53,452847","31,29999","17,29999","1,731137"
24/06/2011 12.00,"0,047389","45,59814","31,29999","17,29999","1,680672"
24/06/2011 13.00,"0,065449","34,106772","31,29999","17,29999","1,335882"
24/06/2011 14.00,"0,080185","29,887389","31,29999","17,29999","1,25995"
24/06/2011 15.00,"0,106914","19,368138","31,29999","17,29999","0,910425"
24/06/2011 16.00,"0,113993","29,251419","31,29999","17,29999","0,586926"
24/06/2011 17.00,"0,12194","41,237287","31,29999","17,29999","0,632757"
24/06/2011 18.00,"0,142167","42,485844","31,29999","17,29999","0,857708"
24/06/2011 19.00,"0,150836","65,088265","31,29999","17,29999","0,951053"
24/06/2011 20.00,"0,09969","73,817746","31,29999","17,29999","1,477394"
24/06/2011 21.00,"0,108504","59,118065","31,29999","17,29999","1,580621"
24/06/2011 22.00,"0,044644","52,602751","31,29999","17,29999","1,53665"
24/06/2011 23.00,"0,132921","49,973255","31,29999","17,29999","1,22528"
25/06/2011 0.00,"0,140578","46,688344","31,29999","17,29999","1,305188"
25/06/2011 1.00,,"18,271443","33,900002",14,"1,102188"
25/06/2011 2.00,"0,90789",,"33,900002",14,"0,55933"
25/06/2011 3.00,"0,707572","32,548454","33,900002",14,"1,883479"
25/06/2011 4.00,"0,782437","17,244818","33,900002",14,"1,145858"
25/06/2011 5.00,"0,842571","14,136416","33,900002",14,"0,523192"
25/06/2011 6.00,"0,857087","17,381099","33,900002",14,"0,591405"
25/06/2011 7.00,"0,592703","37,291741","33,900002",14,"0,672421"
25/06/2011 8.00,"0,608946","15,233123","33,900002",14,"0,903691"
25/06/2011 9.00,"0,450662","15,225332","33,900002",14,"0,584021"
25/06/2011 10.00,"0,430963","23,513546","33,900002",14,"0,519105"
25/06/2011 11.00,"0,532914","16,649105","33,900002",14,"0,613452"
25/06/2011 12.00,"0,414028","18,507653","33,900002",14,"0,486163"
25/06/2011 13.00,"0,496627","14,045571","33,900002",14,"0,489232"
25/06/2011 14.00,"0,722303","8,647722","33,900002",14,"0,362966"
25/06/2011 15.00,"0,762738","6,417978","33,900002",14,"0,28776"
25/06/2011 16.00,"0,734399","7,909233","33,900002",14,"1,199667"
25/06/2011 17.00,"0,784511","7,862509","33,900002",14,"0,377386"
25/06/2011 18.00,"0,506303","10,656825","33,900002",14,"0,281556"
25/06/2011 19.00,"0,614131","14,963162","33,900002",14,"0,449717"
25/06/2011 20.00,"0,618969","15,985891","33,900002",14,"0,654717"
25/06/2011 21.00,"0,88197","17,102057","33,900002",14,"0,504832"
25/06/2011 22.00,"0,801791","21,008654","33,900002",14,"0,339618"
25/06/2011 23.00,"1,057535","48,858387","33,900002",14,"0,456428"
26/06/2011 0.00,"1,299109","14,045571","33,900002",14,"0,457812"
26/06/2011 1.00,"1,010533","11,391424","16,29999","7,2","0,289683"
26/06/2011 2.00,"0,934501","8,259658","16,29999","7,2","0,291314"
26/06/2011 3.00,"0,865382","5,547106","16,29999","7,2","0,250712"
26/06/2011 4.00,"0,855013","4,943594","16,29999","7,2","0,209287"
26/06/2011 5.00,"1,223077","4,480256","16,29999","7,2","0,188917"
26/06/2011 6.00,"1,010879","4,713872","16,29999","7,2","0,175258"
26/06/2011 7.00,"0,997746","5,344638","16,29999","7,2","0,194147"
26/06/2011 8.00,"1,093476","7,234338","16,29999","7,2","0,233696"
26/06/2011 9.00,"1,240357","9,19153","16,29999","7,2","0,302075"
26/06/2011 10.00,"1,600471","9,580893","16,29999","7,2","0,298795"
26/06/2011 11.00,"1,547594","11,798948","16,29999","7,2","0,331301"
26/06/2011 12.00,"1,609111","12,340161","16,29999","7,2","0,319362"
26/06/2011 13.00,"1,4726","12,266182","16,29999","7,2","0,324728"
26/06/2011 14.00,"1,504394","6,722978","16,29999","7,2","0,301278"
26/06/2011 15.00,"1,855869","4,523084","16,29999","7,2","0,214923"
26/06/2011 16.00,"1,837552","6,329722","16,29999","7,2","0,164745"
26/06/2011 17.00,"1,485732","7,101955","16,29999","7,2","0,187663"
26/06/2011 18.00,"1,752189","9,517295","16,29999","7,2","0,253381"
26/06/2011 19.00,"1,879024","10,621781","16,29999","7,2","0,306367"
26/06/2011 20.00,"1,726961","12,954061","16,29999","7,2","0,388118"
26/06/2011 21.00,"1,716592","13,458931","16,29999","7,2","0,387249"
26/06/2011 22.00,"1,794352","10,423206","16,29999","7,2","0,32708"
26/06/2011 23.00,"1,647819","11,663966","16,29999","7,2","0,349207"
27/06/2011 0.00,"1,625008","8,249276","16,29999","7,2","0,28694"
27/06/2011 1.00,,"6,848872","15,6","8,2","0,232974"
27/06/2011 2.00,"1,530887",,"15,6","8,2","0,181373"
27/06/2011 3.00,"1,19138","15,541402","15,6","8,2","0,232037"
27/06/2011 4.00,"1,347759","10,362206","15,6","8,2","0,374133"
27/06/2011 5.00,"1,162555","26,878914","15,6","8,2","0,340184"
27/06/2011 6.00,"1,104013","16,841179","15,6","8,2","1,358921"
27/06/2011 7.00,"0,825947","20,305191","15,6","8,2","0,537317"
27/06/2011 8.00,"0,569512","22,740007","15,6","8,2","0,735707"
27/06/2011 9.00,"0,358064","24,554419","15,6","8,2","0,725765"
27/06/2011 10.00,"0,378828","28,005483","15,6","8,2","0,693474"
27/06/2011 11.00,"0,484357","29,642366","15,6","8,2","0,774509"
27/06/2011 12.00,"0,516506","30,606415","15,6","8,2","0,907991"
27/06/2011 13.00,"0,632784","28,485682","15,6","8,2","0,767402"
27/06/2011 14.00,"0,616807","16,018328","15,6","8,2","0,716279"
27/06/2011 15.00,"0,720339","13,464118","15,6","8,2","0,430629"
27/06/2011 16.00,"0,610809","16,790565","15,6","8,2","0,49644"
27/06/2011 17.00,"0,753619","23,343512","15,6","8,2","0,681725"
27/06/2011 18.00,"0,852306","30,612896","15,6","8,2","0,85911"
27/06/2011 19.00,"0,898621","29,832878","15,6","8,2","1,002647"
27/06/2011 20.00,"0,76527","27,967837","15,6","8,2","0,81825"
27/06/2011 21.00,"0,834426","27,701762","15,6","8,2","1,039272"
27/06/2011 22.00,"1,043566","14,459585","15,6","8,2","0,73879"
27/06/2011 23.00,"1,073731","10,934565","15,6","8,2","0,549716"
28/06/2011 0.00,"1,220464","12,138991","15,6","8,2","0,46546"
28/06/2011 1.00,"1,184243","10,469926","18,5","10,2","0,406858"
28/06/2011 2.00,"1,079269","8,878743","18,5","10,2","0,329464"
28/06/2011 3.00,"1,333398","7,741809","18,5","10,2","0,247973"
28/06/2011 4.00,"1,254436","7,539339","18,5","10,2","0,295591"
28/06/2011 5.00,"1,078","7,131808","18,5","10,2","0,576001"
28/06/2011 6.00,"0,935766","15,139675","18,5","10,2","0,426321"
28/06/2011 7.00,"0,848211","24,611531","18,5","10,2","0,870733"
28/06/2011 8.00,"0,509815","26,200135","18,5","10,2","1,312567"
28/06/2011 9.00,"0,437891","24,969744","18,5","10,2","0,845107"
28/06/2011 10.00,"0,264799","28,993147","18,5","10,2","0,860008"
28/06/2011 11.00,"0,117086","29,973046","18,5","10,2","0,776834"
28/06/2011 12.00,"0,276739","34,383206","18,5","10,2","1,036649"
28/06/2011 13.00,"0,090612","24,601148","18,5","10,2","0,951476"
28/06/2011 14.00,"0,191895","16,120861","18,5","10,2","0,660516"
28/06/2011 15.00,"0,259089","22,146867","18,5","10,2","0,521128"
28/06/2011 16.00,"0,223848","17,082588","18,5","10,2","0,569219"
28/06/2011 17.00,"0,223386","25,618676","18,5","10,2","0,508788"
28/06/2011 18.00,"0,411532","36,243067","18,5","10,2","0,757209"
28/06/2011 19.00,"0,185838","28,480482","18,5","10,2","0,913326"
28/06/2011 20.00,"0,291273","29,915935","18,5","10,2","0,737263"
28/06/2011 21.00,"0,317344","26,249446","18,5","10,2","0,825717"
28/06/2011 22.00,"0,604753","16,349288","18,5","10,2","0,628865"
28/06/2011 23.00,"0,482764","16,266226","18,5","10,2","0,517006"
29/06/2011 0.00,"0,58468","64,373154","18,5","10,2","1,266312"
29/06/2011 1.00,,"56,983067","22,200001",12,"1,572672"
29/06/2011 2.00,"0,701395",,"22,200001",12,"1,764639"
29/06/2011 3.00,"0,407441","69,481276","22,200001",12,"0,786085"
29/06/2011 4.00,"0,409905","22,869795","22,200001",12,"2,713757"
29/06/2011 5.00,"0,189705","30,176809","22,200001",12,"0,751198"
29/06/2011 6.00,"0,248394","21,312336","22,200001",12,"0,81298"
29/06/2011 7.00,,"45,94075","22,200001",12,"0,621439"
29/06/2011 8.00,,"50,465135","22,200001",12,"1,687109"
29/06/2011 9.00,,"34,492251","22,200001",12,"1,418294"
