TARANTO -  v.Alto Adige,,,,,
,,,,,,
,SO2,NO2,PM10,PM2.5,BENZENE
29/05/2011 7.00,"0,057837","5,514659","22,5","11,3","0,271181"
29/05/2011 8.00,"0,080368","6,902083","22,5","11,3","0,21457"
29/05/2011 9.00,"0,046837","9,553637","22,5","11,3","0,244385"
29/05/2011 10.00,"0,06103","12,889167","22,5","11,3","0,313422"
29/05/2011 11.00,"0,088618","17,261692","22,5","11,3","0,445842"
29/05/2011 12.00,"0,058014","10,991669","22,5","11,3","0,526623"
29/05/2011 13.00,"0,046039","12,922905","22,5","11,3","0,352302"
29/05/2011 14.00,"0,076732","11,826209","22,5","11,3","0,319359"
29/05/2011 15.00,"0,089505","7,253809","22,5","11,3","0,272496"
29/05/2011 16.00,"0,218574","9,013722","22,5","11,3","0,230979"
29/05/2011 17.00,"0,060232","7,684701","22,5","11,3","0,249325"
29/05/2011 18.00,"0,15222","25,931481","22,5","11,3","0,316044"
29/05/2011 19.00,"0,101835","19,425232","22,5","11,3","0,734085"
29/05/2011 20.00,"0,108577","26,728363","22,5","11,3","0,463193"
29/05/2011 21.00,"0,109997","16,789272","22,5","11,3","0,537307"
29/05/2011 22.00,"0,078772","16,681544","22,5","11,3","0,351266"
29/05/2011 23.00,"0,122237","38,346917","22,5","11,3","0,604447"
30/05/2011 0.00,"0,219106","34,34948","22,5","11,3","1,530293"
30/05/2011 1.00,,"28,473999","20,4","11,3","0,785996"
30/05/2011 2.00,"0,799153",,"20,4","11,3","1,489406"
30/05/2011 3.00,"0,808922","33,074921","20,4","11,3","2,010197"
30/05/2011 4.00,"0,912404","19,878203","20,4","11,3","0,564139"
30/05/2011 5.00,"0,911771","18,628351","20,4","11,3","0,547914"
30/05/2011 6.00,"0,833534","33,873143","20,4","11,3","0,369368"
30/05/2011 7.00,"0,74474","32,348151","20,4","11,3","1,030989"
30/05/2011 8.00,"0,735716","31,661573","20,4","11,3","0,772579"
30/05/2011 9.00,"0,528709","38,423494","20,4","11,3","1,10398"
30/05/2011 10.00,"0,807951","41,814809","20,4","11,3","1,214114"
30/05/2011 11.00,"0,867103","26,399997","20,4","11,3","0,854629"
30/05/2011 12.00,"0,900041","27,799102","20,4","11,3","0,738415"
30/05/2011 13.00,"0,88488","30,657026","20,4","11,3","0,880433"
30/05/2011 14.00,"0,753222","17,264287","20,4","11,3","0,826165"
30/05/2011 15.00,"0,840212","21,96387","20,4","11,3","0,535289"
30/05/2011 16.00,"0,610013","24,80361","20,4","11,3","0,719198"
30/05/2011 17.00,"0,919442","37,04385","20,4","11,3","0,702462"
30/05/2011 18.00,"1,041174","38,10551","20,4","11,3","0,923179"
30/05/2011 19.00,"1,074381","41,365754","20,4","11,3","1,07772"
30/05/2011 20.00,"1,232209","34,950383","20,4","11,3","1,213535"
30/05/2011 21.00,"1,170034","45,613704","20,4","11,3","1,032146"
30/05/2011 22.00,"1,158845","30,313095","20,4","11,3","0,816138"
30/05/2011 23.00,"1,042167","22,322102","20,4","11,3","0,671275"
31/05/2011 0.00,"0,893543","25,705653","20,4","11,3","0,70536"
31/05/2011 1.00,"1,066892","12,398566","28,29999","17,29999","0,762175"
31/05/2011 2.00,"1,065538","10,529634","28,29999","17,29999","0,63879"
31/05/2011 3.00,"0,936136","8,029935","28,29999","17,29999","0,600394"
31/05/2011 4.00,"0,998581","11,358974","28,29999","17,29999","0,717325"
31/05/2011 5.00,"1,042437","15,504375","28,29999","17,29999","0,849803"
31/05/2011 6.00,"1,136195","40,911503","28,29999","17,29999","0,808119"
31/05/2011 7.00,"0,868096","46,418386","28,29999","17,29999","1,222631"
31/05/2011 8.00,"0,788957","35,631782","28,29999","17,29999","1,275843"
31/05/2011 9.00,"0,817653","41,556554","28,29999","17,29999","1,267469"
31/05/2011 10.00,"0,615518","20,850302","28,29999","17,29999","1,091339"
31/05/2011 11.00,"0,829473","38,873847","28,29999","17,29999","0,987208"
31/05/2011 12.00,"0,770187","36,858273","28,29999","17,29999","1,123866"
31/05/2011 13.00,"0,803394","23,716008","28,29999","17,29999","1,135318"
31/05/2011 14.00,"0,920435","20,172823","28,29999","17,29999","0,666003"
31/05/2011 15.00,"1,079525","18,55308","28,29999","17,29999","0,57638"
31/05/2011 16.00,"0,911681","18,48559","28,29999","17,29999","0,516114"
31/05/2011 17.00,"1,05868","25,919798","28,29999","17,29999","0,668834"
31/05/2011 18.00,"1,136285","25,900315","28,29999","17,29999","0,795495"
31/05/2011 19.00,"4,16975","26,168989","28,29999","17,29999","0,853358"
31/05/2011 20.00,"6,145254","32,124927","28,29999","17,29999","0,729665"
31/05/2011 21.00,"6,186763","26,620641","28,29999","17,29999","0,901413"
31/05/2011 22.00,"6,316708","15,754868","28,29999","17,29999","0,618724"
31/05/2011 23.00,"6,199398","15,100736","28,29999","17,29999","0,429433"
01/06/2011 0.00,"6,343779","15,044935","28,29999","17,29999","0,457402"
01/06/2011 1.00,,"10,28433",26,"15,2","0,403919"
01/06/2011 2.00,"0,795353",,26,"15,2","0,345102"
01/06/2011 3.00,"0,864631","10,370506",26,"15,2","0,242486"
01/06/2011 4.00,"0,888709","8,092232",26,"15,2","0,271848"
01/06/2011 5.00,"0,732493","10,996868",26,"15,2","0,405743"
01/06/2011 6.00,"0,766217","24,252037",26,"15,2","0,338307"
01/06/2011 7.00,"0,654427","29,566824",26,"15,2","0,69067"
01/06/2011 8.00,"0,603289","36,040605",26,"15,2","0,984686"
01/06/2011 9.00,"0,299946","23,941834",26,"15,2","1,103259"
01/06/2011 10.00,"0,390924","18,450547",26,"15,2","0,801574"
01/06/2011 11.00,"0,371301","21,995036",26,"15,2","0,687889"
01/06/2011 12.00,"0,387101","24,307828",26,"15,2","0,721346"
01/06/2011 13.00,"0,709472","29,298149",26,"15,2","0,725141"
01/06/2011 14.00,"0,806227","24,004126",26,"15,2","1,043451"
01/06/2011 15.00,"0,425752","38,981568",26,"15,2","0,533811"
01/06/2011 16.00,"0,649925","57,739723",26,"15,2","1,797659"
01/06/2011 17.00,"0,686707","32,140488",26,"15,2","2,270618"
01/06/2011 18.00,"0,46041","36,514324",26,"15,2","1,04074"
01/06/2011 19.00,"0,653918","91,083358",26,"15,2","1,537326"
01/06/2011 20.00,"0,689086","75,790531",26,"15,2","1,882042"
01/06/2011 21.00,"0,593011","63,665797",26,"15,2","2,074877"
01/06/2011 22.00,"0,544761","42,916731",26,"15,2","1,224641"
01/06/2011 23.00,"0,531679","33,102225",26,"15,2","0,959587"
02/06/2011 0.00,"0,656211","53,028441",26,"15,2","0,923768"
02/06/2011 1.00,"0,695202","47,852539","26,4","16,9","1,414837"
02/06/2011 2.00,"0,601081","39,67723","26,4","16,9","0,949647"
02/06/2011 3.00,"0,638967","19,540755","26,4","16,9","0,698325"
02/06/2011 4.00,"0,50747","22,921706","26,4","16,9","0,610136"
02/06/2011 5.00,"0,621892","18,893123","26,4","16,9","0,863081"
02/06/2011 6.00,"0,647462","37,752495","26,4","16,9","0,76343"
02/06/2011 7.00,"0,522421","21,937924","26,4","16,9","1,254817"
02/06/2011 8.00,"0,448178","14,224677","26,4","16,9","0,659491"
02/06/2011 9.00,"0,284401","13,056594","26,4","16,9","0,711064"
02/06/2011 10.00,"0,298417","14,0248","26,4","16,9","0,46594"
02/06/2011 11.00,"0,389054","16,556947","26,4","16,9","0,594154"
02/06/2011 12.00,"0,614078","19,32531","26,4","16,9","0,643887"
02/06/2011 13.00,"0,973486","28,063876","26,4","16,9","0,779183"
02/06/2011 14.00,"0,520382","6,848872","26,4","16,9","1,065201"
02/06/2011 15.00,"0,323221","6,577616","26,4","16,9","0,244956"
02/06/2011 16.00,"0,294509","7,218765","26,4","16,9","0,25328"
02/06/2011 17.00,"0,437304","13,818444","26,4","16,9","0,366969"
02/06/2011 18.00,"0,538305","21,86783","26,4","16,9","0,534397"
02/06/2011 19.00,"0,5231","18,091033","26,4","16,9","0,518616"
02/06/2011 20.00,"0,621553","28,231311","26,4","16,9","0,549881"
02/06/2011 21.00,"0,642025","33,427972","26,4","16,9","0,717374"
02/06/2011 22.00,"0,527772","29,526575","26,4","16,9","0,84104"
02/06/2011 23.00,"0,482751","21,043682","26,4","16,9","0,596243"
03/06/2011 0.00,"0,43535","17,443393","26,4","16,9","0,520687"
03/06/2011 1.00,,"14,538764","26,4","17,5","0,313292"
03/06/2011 2.00,"0,426316",,"26,4","17,5","0,334294"
03/06/2011 3.00,"0,262803","27,004151","26,4","17,5","0,787776"
03/06/2011 4.00,"0,485516","22,773735","26,4","17,5","0,411404"
03/06/2011 5.00,"0,324945","20,440178","26,4","17,5","0,472168"
03/06/2011 6.00,"0,385279","26,751729","26,4","17,5","0,510843"
03/06/2011 7.00,"0,374211","29,665444","26,4","17,5","0,668138"
03/06/2011 8.00,"0,285838","43,991352","26,4","17,5","1,001147"
03/06/2011 9.00,"0,302128","45,864196","26,4","17,5","1,522045"
03/06/2011 10.00,"0,245371","37,177901","26,4","17,5","1,162471"
03/06/2011 11.00,"0,284079","39,858927","26,4","17,5","1,14002"
03/06/2011 12.00,"0,250705","40,676595","26,4","17,5","1,092302"
03/06/2011 13.00,"0,246107","40,981595","26,4","17,5","0,936561"
03/06/2011 14.00,"0,258083","25,717318","26,4","17,5","0,866057"
03/06/2011 15.00,"0,309507","20,15724","26,4","17,5","0,543232"
03/06/2011 16.00,"0,502147","25,19817","26,4","17,5","0,547099"
03/06/2011 17.00,"0,600566","34,044458","26,4","17,5","0,69186"
03/06/2011 18.00,"0,827261","33,382562","26,4","17,5","0,937871"
03/06/2011 19.00,"0,806261","55,850034","26,4","17,5","1,10406"
03/06/2011 20.00,"0,712041","62,46397","26,4","17,5","1,432324"
03/06/2011 21.00,"0,626902","57,341279","26,4","17,5","1,64747"
03/06/2011 22.00,"0,629343","27,927608","26,4","17,5","1,138996"
03/06/2011 23.00,"0,532796","24,821794","26,4","17,5","0,737566"
04/06/2011 0.00,"0,587398","31,971774","26,4","17,5","0,644663"
04/06/2011 1.00,"0,503565","21,077428","25,700001","20,5","0,727015"
04/06/2011 2.00,"0,537167","10,09485","25,700001","20,5","0,535528"
04/06/2011 3.00,"0,475413","6,199935","25,700001","20,5","0,411875"
04/06/2011 4.00,"0,343164","8,565957","25,700001","20,5","0,349638"
04/06/2011 5.00,"0,354744","9,74702","25,700001","20,5","0,294471"
04/06/2011 6.00,"0,456626","21,591393","25,700001","20,5","0,500434"
04/06/2011 7.00,"0,426998","34,113252","25,700001","20,5","0,673894"
04/06/2011 8.00,"0,278856","38,291106","25,700001","20,5","1,095528"
04/06/2011 9.00,"0,264383","25,78221","25,700001","20,5","0,998927"
04/06/2011 10.00,"0,241793","29,379925","25,700001","20,5","0,785643"
04/06/2011 11.00,"0,288108","21,18255","25,700001","20,5","0,708921"
04/06/2011 12.00,"0,209441","24,2637","25,700001","20,5","0,700242"
04/06/2011 13.00,"0,31365","21,305856","25,700001","20,5","0,772124"
04/06/2011 14.00,"0,249626","12,423223","25,700001","20,5","0,595234"
04/06/2011 15.00,"0,286349","8,092232","25,700001","20,5","0,306642"
04/06/2011 16.00,"0,386358","11,076034","25,700001","20,5","0,335406"
04/06/2011 17.00,"0,268584","17,508288","25,700001","20,5","0,546259"
04/06/2011 18.00,"0,458839","20,798391","25,700001","20,5","0,547245"
04/06/2011 19.00,"0,636722","19,495324","25,700001","20,5","0,598742"
04/06/2011 20.00,"0,683662","21,751025","25,700001","20,5","0,614813"
04/06/2011 21.00,"0,822437","25,317576","25,700001","20,5","0,630669"
04/06/2011 22.00,"0,648074","22,023582","25,700001","20,5","0,648561"
04/06/2011 23.00,"0,52678","26,300075","25,700001","20,5","0,63498"
05/06/2011 0.00,"0,55113","34,150898","25,700001","20,5","0,633332"
05/06/2011 1.00,,"19,841855","26,6","19,6","0,775553"
05/06/2011 2.00,"0,715526",,"26,6","19,6","0,56422"
05/06/2011 3.00,"0,808543","18,139126","26,6","19,6","0,518228"
05/06/2011 4.00,"0,655751","14,675036","26,6","19,6","0,481157"
05/06/2011 5.00,"0,589645","29,00873","26,6","19,6","0,8022"
05/06/2011 6.00,"0,454906","21,23578","26,6","19,6","0,732316"
05/06/2011 7.00,"0,472171","15,718524","26,6","19,6","0,842549"
05/06/2011 8.00,"0,463141","14,155886","26,6","19,6","0,706721"
05/06/2011 9.00,"0,24239","13,183783","26,6","19,6","0,570736"
05/06/2011 10.00,"0,470155","13,699038","26,6","19,6","0,505083"
05/06/2011 11.00,"0,482479","13,478401","26,6","19,6","0,654586"
05/06/2011 12.00,"0,498096","19,301944","26,6","19,6","0,505573"
05/06/2011 13.00,"0,508603","15,031945","26,6","19,6","0,543332"
05/06/2011 14.00,"0,446074","5,040934","26,6","19,6","0,372711"
05/06/2011 15.00,"0,485233","5,685978","26,6","19,6","0,257991"
05/06/2011 16.00,"0,345126","8,000083","26,6","19,6","0,260884"
05/06/2011 17.00,"0,335643","9,203211","26,6","19,6","0,305993"
05/06/2011 18.00,"0,223535","33,926355","26,6","19,6","0,34151"
05/06/2011 19.00,"0,311647","48,471606","26,6","19,6","1,103729"
05/06/2011 20.00,"0,334592","85,972334","26,6","19,6","1,7266"
05/06/2011 21.00,"0,843905","104,98742","26,6","19,6","3,63469"
05/06/2011 22.00,"0,471149","40,976395","26,6","19,6","2,162803"
05/06/2011 23.00,"0,423613","24,743917","26,6","19,6","0,716148"
06/06/2011 0.00,"0,423982","22,032664","26,6","19,6","0,495773"
06/06/2011 1.00,"0,460018","27,927608","48,400002","18,1","0,49366"
06/06/2011 2.00,"0,433524","17,142285","48,400002","18,1","0,582544"
06/06/2011 3.00,"0,579849","18,270141","48,400002","18,1","0,712988"
06/06/2011 4.00,"0,55469","14,299949","48,400002","18,1","0,682159"
06/06/2011 5.00,"0,466066","24,239054","48,400002","18,1","0,725992"
06/06/2011 6.00,"0,507495","36,599981","48,400002","18,1","0,855998"
06/06/2011 7.00,"0,413334","49,42816","48,400002","18,1","1,231535"
06/06/2011 8.00,"0,288931","30,240401","48,400002","18,1","1,628301"
06/06/2011 9.00,"0,19352","36,040605","48,400002","18,1","0,858018"
06/06/2011 10.00,"0,328828","28,472699","48,400002","18,1","1,104875"
06/06/2011 11.00,"0,23353","22,858112","48,400002","18,1","0,855614"
06/06/2011 12.00,"0,209046","17,565892","48,400002","18,1","0,565419"
06/06/2011 13.00,"0,258575","16,37655","48,400002","18,1","0,589482"
06/06/2011 14.00,"0,521893","10,424508","48,400002","18,1","0,440346"
06/06/2011 15.00,"0,363328","10,455655","48,400002","18,1","0,29892"
06/06/2011 16.00,"0,688719","13,151334","48,400002","18,1","0,337959"
06/06/2011 17.00,"0,61807","17,060524","48,400002","18,1","0,404549"
06/06/2011 18.00,"0,445081","19,573201","48,400002","18,1","0,620367"
06/06/2011 19.00,"0,483899","21,675751","48,400002","18,1","0,67097"
06/06/2011 20.00,"0,630281","21,876931","48,400002","18,1","0,699132"
06/06/2011 21.00,"0,61046","25,19299","48,400002","18,1","0,784769"
06/06/2011 22.00,"0,410608","15,932672","48,400002","18,1","0,552366"
06/06/2011 23.00,"0,442696","12,119523","48,400002","18,1","0,446408"
07/06/2011 0.00,"0,461579","5,370595","48,400002","18,1","0,227733"
07/06/2011 1.00,,"6,976062","63,799992","20,700001","0,170107"
07/06/2011 2.00,"0,550823",,"63,799992","20,700001","0,146621"
07/06/2011 3.00,"0,550244","7,756737","63,799992","20,700001","0,122054"
07/06/2011 4.00,"0,604403","5,441978","63,799992","20,700001","0,131487"
07/06/2011 5.00,"0,471412","4,664553","63,799992","20,700001","0,235067"
07/06/2011 6.00,"0,412031","12,118231","63,799992","20,700001","0,173022"
07/06/2011 7.00,"0,458924","17,945668","63,799992","20,700001","0,675609"
07/06/2011 8.00,"0,414261","21,547265","63,799992","20,700001","0,660999"
07/06/2011 9.00,"0,422004","21,551145","63,799992","20,700001","2,28682"
07/06/2011 10.00,"0,35668","18,237691","63,799992","20,700001","0,669482"
07/06/2011 11.00,"0,286156","15,471927","63,799992","20,700001","0,634858"
07/06/2011 12.00,"0,285927","19,700387","63,799992","20,700001","0,620773"
07/06/2011 13.00,"0,352737","15,16953","63,799992","20,700001","0,561084"
07/06/2011 14.00,"0,37134","10,286935","63,799992","20,700001","0,364565"
07/06/2011 15.00,"0,274926","9,902764","63,799992","20,700001","0,284365"
07/06/2011 16.00,"0,365253","11,330422","63,799992","20,700001","0,250845"
07/06/2011 17.00,"0,450237","16,567334","63,799992","20,700001","0,317897"
07/06/2011 18.00,"0,595801","19,131912","63,799992","20,700001","0,531977"
07/06/2011 19.00,"0,753967","22,559592","63,799992","20,700001","0,579893"
07/06/2011 20.00,"0,677156","18,625758","63,799992","20,700001","0,667641"
07/06/2011 21.00,"0,656439","13,670484","63,799992","20,700001","0,672898"
07/06/2011 22.00,"0,777143","11,034503","63,799992","20,700001","0,369843"
07/06/2011 23.00,"0,591115","10,69446","63,799992","20,700001","0,2713"
08/06/2011 0.00,"0,597431","7,262892","63,799992","20,700001","0,278934"
08/06/2011 1.00,"0,659468","5,364106","54,299992",22,"0,20464"
08/06/2011 2.00,"0,642666","1,652192","54,299992",22,"0,139471"
08/06/2011 3.00,"0,648866","1,20183","54,299992",22,"0,107486"
08/06/2011 4.00,"0,646637","0,996766","54,299992",22,"0,091568"
08/06/2011 5.00,"0,61509","2,824169","54,299992",22,"0,112371"
08/06/2011 6.00,"0,515533","5,506871","54,299992",22,"0,119993"
08/06/2011 7.00,"0,663012","23,949616","54,299992",22,"0,308358"
08/06/2011 8.00,"0,419604","22,381795","54,299992",22,"0,706129"
08/06/2011 9.00,"2,197583","35,543507","54,299992",22,"1,009375"
08/06/2011 10.00,,"25,439579","54,299992",22,"1,332977"
08/06/2011 11.00,,"20,575146","54,299992",22,"1,059165"
08/06/2011 12.00,,"29,372144","54,299992",22,"0,811868"
08/06/2011 13.00,,"36,98026","54,299992",22,"0,850884"
08/06/2011 14.00,,"15,750971","54,299992",22,"0,669465"
08/06/2011 15.00,"1,087889","18,280525","54,299992",22,"0,386283"
08/06/2011 16.00,,,"54,299992",22,
08/06/2011 17.00,,"35,283683","54,299992",22,
08/06/2011 18.00,"1,752613","45,769454","54,299992",22,
08/06/2011 19.00,"1,975255","43,59681","54,299992",22,
08/06/2011 20.00,"2,107287","26,716681","54,299992",22,
08/06/2011 21.00,"2,100269","19,42265","54,299992",22,
08/06/2011 22.00,"2,999625","14,370031","54,299992",22,
08/06/2011 23.00,"2,877581","18,649122","54,299992",22,
09/06/2011 0.00,"2,796418","27,68878","54,299992",22,
09/06/2011 1.00,,"29,757601","22,700001","13,2",
09/06/2011 2.00,"0,580878",,"22,700001","13,2",
09/06/2011 3.00,"0,454983","26,774117","22,700001","13,2",
09/06/2011 4.00,"0,330042","23,963898","22,700001","13,2",
09/06/2011 5.00,"0,424593","20,606312","22,700001","13,2",
09/06/2011 6.00,"0,415458","29,605752","22,700001","13,2","0,852313"
09/06/2011 7.00,"0,273188","25,836721","22,700001","13,2","0,812982"
09/06/2011 8.00,"0,190345","30,078169","22,700001","13,2","0,82162"
09/06/2011 9.00,"0,262722","33,997749","22,700001","13,2","0,910127"
09/06/2011 10.00,"0,252166","25,858786","22,700001","13,2","1,429899"
09/06/2011 11.00,"0,151229","27,270874","22,700001","13,2","0,988101"
09/06/2011 12.00,"0,289774","29,189127","22,700001","13,2","0,876736"
09/06/2011 13.00,"0,40916","27,233246","22,700001","13,2","0,759905"
09/06/2011 14.00,"0,265559","18,366183","22,700001","13,2","0,594217"
09/06/2011 15.00,"0,345209","25,059302","22,700001","13,2","0,497443"
09/06/2011 16.00,"0,53857","21,686133","22,700001","13,2","0,514147"
09/06/2011 17.00,"0,517105","34,734938","22,700001","13,2","0,687997"
09/06/2011 18.00,"0,508413","32,904945","22,700001","13,2","0,700922"
09/06/2011 19.00,"0,470805","37,585061","22,700001","13,2","0,886968"
09/06/2011 20.00,"0,440027","41,456612","22,700001","13,2","1,370342"
09/06/2011 21.00,"0,425658","43,386547","22,700001","13,2","1,328184"
09/06/2011 22.00,"0,486504","27,604423","22,700001","13,2","1,496618"
09/06/2011 23.00,"0,330663","24,155977","22,700001","13,2","0,90518"
10/06/2011 0.00,"0,264229","25,985972","22,700001","13,2","0,841656"
10/06/2011 1.00,"0,330397","30,842625","18,5","9,7","0,853865"
10/06/2011 2.00,"0,277978","28,159916","18,5","9,7","0,740369"
10/06/2011 3.00,"0,359756","28,790685","18,5","9,7","0,693883"
10/06/2011 4.00,"0,31727","13,831413","18,5","9,7","0,631212"
10/06/2011 5.00,"0,371109","11,009846","18,5","9,7","0,574322"
10/06/2011 6.00,"0,321528","22,35843","18,5","9,7","0,716804"
10/06/2011 7.00,"0,227065","38,628556","18,5","9,7","1,251165"
10/06/2011 8.00,"0,227508","18,556977","18,5","9,7","0,977014"
10/06/2011 9.00,"0,287113","26,509018","18,5","9,7","0,673084"
10/06/2011 10.00,"0,355055","24,764682","18,5","9,7","0,878372"
10/06/2011 11.00,"0,224581","25,815958","18,5","9,7","0,68067"
10/06/2011 12.00,"0,334566","36,984158","18,5","9,7","1,03809"
10/06/2011 13.00,"0,472668","34,624617","18,5","9,7","1,219294"
10/06/2011 14.00,"0,39763","18,428487","18,5","9,7","1,07784"
10/06/2011 15.00,"0,407564","14,921632","18,5","9,7","0,508782"
10/06/2011 16.00,"0,338735","23,937934","18,5","9,7","0,494516"
10/06/2011 17.00,"0,669309","32,204082","18,5","9,7","0,735384"
10/06/2011 18.00,"0,61272","38,999751","18,5","9,7","1,025203"
10/06/2011 19.00,"0,481714","36,533787","18,5","9,7","1,243519"
10/06/2011 20.00,"0,454041","47,783748","18,5","9,7","0,994089"
10/06/2011 21.00,"0,360909","39,683732","18,5","9,7","1,079554"
10/06/2011 22.00,"0,43027","36,340409","18,5","9,7","0,954246"
10/06/2011 23.00,"0,254383","18,990458","18,5","9,7","0,708726"
11/06/2011 0.00,"0,243385","28,448036","18,5","9,7","0,463318"
11/06/2011 1.00,,"25,68877","20,1","10,3","0,830332"
11/06/2011 2.00,"1,233693",,"20,1","10,3","0,597889"
11/06/2011 3.00,"1,104926","31,190301","20,1","10,3","0,584879"
11/06/2011 4.00,"1,555117","20,669905","20,1","10,3","0,499387"
11/06/2011 5.00,"1,37753","24,56482","20,1","10,3","0,713631"
11/06/2011 6.00,"1,603897","27,316303","20,1","10,3","0,596208"
11/06/2011 7.00,"1,379556","34,227475","20,1","10,3","0,79944"
11/06/2011 8.00,"1,492025","26,144324","20,1","10,3","1,153557"
11/06/2011 9.00,"1,813806","25,039839","20,1","10,3","0,897522"
11/06/2011 10.00,"1,515401","22,566093","20,1","10,3","0,933667"
11/06/2011 11.00,"1,848274","28,503847","20,1","10,3","0,834913"
11/06/2011 12.00,"2,000578","27,874379","20,1","10,3","1,00473"
11/06/2011 13.00,"1,580521","29,356561","20,1","10,3","0,984678"
11/06/2011 14.00,"1,850779","13,037125","20,1","10,3","0,673296"
11/06/2011 15.00,"1,950605","12,119523","20,1","10,3","0,381729"
11/06/2011 16.00,"2,006661","16,113078","20,1","10,3","0,508034"
11/06/2011 17.00,"2,5628","17,575779","20,1","10,3","0,538175"
11/06/2011 18.00,"2,443177","26,265029","20,1","10,3","0,57804"
11/06/2011 19.00,"2,613132","33,636937","20,1","10,3","0,964794"
11/06/2011 20.00,"2,498755","41,206121","20,1","10,3","0,967313"
11/06/2011 21.00,"2,5628","32,625888","20,1","10,3","1,143374"
11/06/2011 22.00,"1,965991","35,242404","20,1","10,3","0,672019"
11/06/2011 23.00,"1,932119","42,287263","20,1","10,3","0,9451"
12/06/2011 0.00,"2,108633","54,421063","20,1","10,3","0,938734"
12/06/2011 1.00,"1,777549","35,007496","19,29999","12,7","0,99872"
12/06/2011 2.00,"1,875348","27,176135","19,29999","12,7","0,977594"
12/06/2011 3.00,"1,685595","25,774428","19,29999","12,7","0,751159"
12/06/2011 4.00,"1,892045","31,465591","19,29999","12,7","0,761418"
12/06/2011 5.00,"1,684998","25,703053","19,29999","12,7","0,932876"
12/06/2011 6.00,"1,700503","34,606452","19,29999","12,7","0,936962"
12/06/2011 7.00,"1,685953","22,595938","19,29999","12,7","1,284766"
12/06/2011 8.00,"1,803669","12,786634","19,29999","12,7","0,938869"
12/06/2011 9.00,"1,27818","24,198806","19,29999","12,7","0,770862"
12/06/2011 10.00,"1,36441","20,903514","19,29999","12,7","0,829861"
12/06/2011 11.00,"1,24884","18,820436","19,29999","12,7","0,675753"
12/06/2011 12.00,"1,534961","17,012503","19,29999","12,7","0,573162"
12/06/2011 13.00,"1,559172","15,000798","19,29999","12,7","0,547043"
12/06/2011 14.00,"1,536034","10,17661","19,29999","12,7","0,408849"
12/06/2011 15.00,"1,783871","16,081934","19,29999","12,7","0,400792"
12/06/2011 16.00,"1,570383","10,107828","19,29999","12,7","0,408475"
12/06/2011 17.00,"1,523154","11,233078","19,29999","12,7","0,376346"
12/06/2011 18.00,"1,7271","15,357719","19,29999","12,7","0,41594"
12/06/2011 19.00,"1,790549","14,989122","19,29999","12,7","0,475049"
12/06/2011 20.00,"1,826807","19,575783","19,29999","12,7","0,566365"
12/06/2011 21.00,"1,666393","23,7809","19,29999","12,7","0,659625"
12/06/2011 22.00,"1,824302","17,430414","19,29999","12,7","0,565854"
12/06/2011 23.00,"1,867118","23,373358","19,29999","12,7","0,423816"
13/06/2011 0.00,"1,746182","28,608988","19,29999","12,7","0,829818"
13/06/2011 1.00,,"20,695851","21,79999","13,6","0,527932"
13/06/2011 2.00,"1,035435",,"21,79999","13,6","0,421885"
13/06/2011 3.00,"1,054531","24,452988","21,79999","13,6","0,367022"
13/06/2011 4.00,"0,835365","21,789953","21,79999","13,6","0,328245"
13/06/2011 5.00,"0,921971","16,746438","21,79999","13,6","0,806341"
13/06/2011 6.00,"0,9115","24,686807","21,79999","13,6","0,397215"
13/06/2011 7.00,"0,995682","23,465517","21,79999","13,6","0,683702"
13/06/2011 8.00,"0,99367","24,828276","21,79999","13,6","0,79763"
13/06/2011 9.00,"0,907477","33,116488","21,79999","13,6","1,000192"
13/06/2011 10.00,"0,609915","32,579179","21,79999","13,6","1,406164"
13/06/2011 11.00,"0,7865","39,656465","21,79999","13,6","0,942699"
13/06/2011 12.00,"1,01053","37,560397","21,79999","13,6","1,252305"
13/06/2011 13.00,"0,885766","26,092413","21,79999","13,6","1,257013"
13/06/2011 14.00,"0,854176","19,414867","21,79999","13,6","0,863292"
13/06/2011 15.00,"1,0562","23,318846","21,79999","13,6","0,658695"
13/06/2011 16.00,"1,089565","38,663602","21,79999","13,6","0,666735"
13/06/2011 17.00,"1,222137","28,354596","21,79999","13,6","0,834422"
13/06/2011 18.00,"1,320989","34,9426","21,79999","13,6","0,960844"
13/06/2011 19.00,"1,252307","53,499574","21,79999","13,6","1,285191"
13/06/2011 20.00,"1,244144","87,466193","21,79999","13,6","1,591975"
13/06/2011 21.00,"1,377781","53,856487","21,79999","13,6","2,133787"
13/06/2011 22.00,"1,061938","33,138555","21,79999","13,6","1,11941"
13/06/2011 23.00,"0,978822","21,214996","21,79999","13,6","0,899288"
14/06/2011 0.00,"0,912506","17,976825","21,79999","13,6","0,696352"
14/06/2011 1.00,"0,898782","11,814521","21,1","14,1","0,510645"
14/06/2011 2.00,"1,101752","7,94687","21,1","14,1","0,403575"
14/06/2011 3.00,"0,82939","5,597722","21,1","14,1","0,359188"
14/06/2011 4.00,"0,932501","6,345297","21,1","14,1","0,348446"
14/06/2011 5.00,"0,931555","8,482891","21,1","14,1","0,442805"
14/06/2011 6.00,"0,712139","15,322676","21,1","14,1","0,385342"
14/06/2011 7.00,"0,801645","25,322756","21,1","14,1","0,576672"
14/06/2011 8.00,"0,809986","37,853717","21,1","14,1","1,001191"
